State,Case_Number,Persons,County,City,Month,Day,Route,Rural/Urban,Latitude,Longitude,First Harmful Event,Manner of Collision,Light Conditions,Weather
Illinois,170620,3,COOK (31),CHICAGO,August,Monday,Local Street - Municipality,Urban,41.82735278,-87.69473611,Motor Vehicle In-Transport,Angle,Daylight,Rain
Illinois,170621,6,GRUNDY (63),MORRIS,August,Sunday,State Highway,Urban,41.35603333,-88.42154722,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Illinois,170623,2,DUPAGE (43),ADDISON,August,Wednesday,Local Street - Municipality,Urban,41.94034722,-88.00336111,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170624,3,ST. CLAIR (163),CENTREVILLE,September,Saturday,State Highway,Urban,38.56534444,-90.09363611,Motor Vehicle In-Transport,Front-to-Rear,Dark - Lighted,Clear
Illinois,170628,1,COOK (31),HANOVER PARK,September,Friday,Local Street - Municipality,Urban,42.00765833,-88.14471389,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Illinois,170629,1,LAKE (97),ROUND LAKE BEACH,September,Sunday,County Road,Urban,42.38194444,-88.05569167,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Rain
Illinois,170631,1,DUPAGE (43),DARIEN,September,Tuesday,County Road,Urban,41.73644167,-87.97328333,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170632,1,COOK (31),ELMWOOD PARK,September,Saturday,Local Street - Municipality,Urban,41.92846389,-87.80760833,Parked Motor Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170633,3,COOK (31),ROLLING MEADOWS,September,Saturday,State Highway,Urban,42.05974167,-88.01424167,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Rain
Illinois,170634,1,COOK (31),MATTESON,September,Monday,State Highway,Urban,41.49703333,-87.73235556,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170635,1,COOK (31),BERWYN,September,Monday,Local Street - Municipality,Urban,41.850575,-87.79331111,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dawn,Clear
Illinois,170636,1,COOK (31),MORTON GROVE,October,Tuesday,Local Street - Municipality,Urban,42.03432222,-87.76815278,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Illinois,170639,1,COOK (31),CHICAGO,September,Tuesday,Local Street - Municipality,Urban,41.89158889,-87.63261944,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170640,1,ST. CLAIR (163),NEW BADEN,August,Saturday,State Highway,Rural,38.53539722,-89.72783056,Concrete Traffic Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170641,1,WINNEBAGO (201),ROCKFORD,August,Monday,Local Street - Municipality,Urban,42.28841389,-89.10490278,Culvert,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170645,2,WILL (197),JOLIET,August,Saturday,U.S. Highway,Urban,41.53164722,-88.07019167,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Illinois,170647,1,COOK (31),CICERO,September,Sunday,Local Street - Municipality,Urban,41.85767778,-87.75427222,Parked Motor Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Rain
Illinois,170651,1,WINNEBAGO (201),ROCKFORD,September,Thursday,Local Street - Municipality,Urban,42.31576111,-89.07533611,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Illinois,170654,3,FRANKLIN (55),WEST CITY,September,Wednesday,Interstate,Rural,37.994725,-88.93495,Embankment,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170655,1,COOK (31),CHICAGO,May,Sunday,Local Street - Municipality,Urban,41.89875,-87.6298,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170656,3,COOK (31),CHICAGO,July,Thursday,Local Street - Municipality,Urban,41.94593889,-87.64944167,Motor Vehicle In-Transport,Front-to-Front,Dark - Lighted,Clear
Illinois,170657,5,LAKE (97),GURNEE,July,Saturday,State Highway,Urban,42.37694444,-87.93396389,Motor Vehicle In-Transport,Angle,Daylight,Clear
Illinois,170659,1,COOK (31),HARVEY,September,Thursday,State Highway,Urban,41.59493056,-87.63642222,Boulder,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170669,5,DUPAGE (43),NAPERVILLE,October,Tuesday,County Road,Urban,41.75555556,-88.10382778,Motor Vehicle In-Transport,Angle,Daylight,Clear
Illinois,170676,2,MADISON (119),ALTON,October,Sunday,Local Street - Municipality,Urban,38.88811111,-90.14101111,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Illinois,170677,1,COOK (31),CHICAGO,October,Monday,Local Street - Municipality,Urban,41.91900556,-87.72660833,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170678,1,PEORIA (143),PEORIA,October,Friday,Local Street - Municipality,Urban,40.74668056,-89.59616111,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170679,1,MACON (115),DECATUR,October,Tuesday,U.S. Highway,Urban,39.82680556,-88.95416389,Concrete Traffic Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170682,1,MCLEAN (113),BLOOMINGTON,September,Thursday,Local Street - Municipality,Urban,40.48926944,-88.95273333,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170684,2,COOK (31),POSEN,October,Monday,Interstate,Urban,41.62446389,-87.67953333,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170685,2,COOK (31),BROOKFIELD,October,Thursday,Local Street - Municipality,Urban,41.81871111,-87.84139167,Motor Vehicle In-Transport,Angle,Daylight,Clear
Illinois,170686,6,COOK (31),CHICAGO,October,Saturday,Interstate,Urban,41.794975,-87.63078889,Motor Vehicle In-Transport,Front-to-Rear,Dawn,Clear
Illinois,170687,1,COOK (31),MARKHAM,October,Sunday,Interstate,Urban,41.60353611,-87.706875,Parked Motor Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170689,3,LAKE (97),BEACH,May,Sunday,State Highway,Urban,42.44379444,-87.87615278,Embankment,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Illinois,170691,1,TAZEWELL (179),EAST PEORIA,July,Tuesday,State Highway,Urban,40.692725,-89.48539722,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170692,2,COOK (31),CHICAGO,July,Tuesday,Local Street - Municipality,Urban,41.86607778,-87.73171944,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Illinois,170693,1,COOK (31),CHICAGO,July,Wednesday,Local Street - Municipality,Urban,41.75485278,-87.69263056,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170695,2,COOK (31),RIVERDALE,August,Friday,Local Street - Municipality,Urban,41.64457778,-87.62447222,Bridge Pier or Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170696,1,KNOX (95),YATES CITY,August,Saturday,State Highway,Rural,40.78096111,-90.03443889,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170698,1,COOK (31),MELROSE PARK,September,Wednesday,U.S. Highway,Urban,41.91388611,-87.88399722,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170701,2,WINNEBAGO (201),ROCKFORD,October,Tuesday,Local Street - Municipality,Urban,42.28846389,-89.09894167,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170705,2,ST. CLAIR (163),BELLEVILLE,October,Friday,State Highway,Urban,38.55885,-90.02164722,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Illinois,170708,5,LEE (103),DIXON,October,Friday,Local Street - Township,Urban,41.87360278,-89.49604167,Motor Vehicle In-Transport,Angle,Daylight,Clear
Illinois,170709,1,PEORIA (143),PEORIA,October,Saturday,State Highway,Urban,40.68308889,-89.62299167,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170712,3,LAKE (97),MONAVILLE,October,Sunday,State Highway,Urban,42.47955278,-88.18430556,Guardrail Face,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Illinois,170713,2,ST. CLAIR (163),LEBANON,October,Sunday,U.S. Highway,Urban,38.59413333,-89.81300556,Motor Vehicle In-Transport,Front-to-Front,Dark - Not Lighted,Clear
Illinois,170716,1,COOK (31),CHICAGO,October,Monday,Interstate,Urban,41.73684444,-87.62456944,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170717,5,COOK (31),CHICAGO,October,Thursday,Local Street - Municipality,Urban,41.88322778,-87.6368,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Illinois,170719,1,COOK (31),CHICAGO,October,Saturday,Local Street - Municipality,Urban,41.84876389,-87.617675,Building,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170720,1,COOK (31),CHICAGO,October,Saturday,Local Street - Municipality,Urban,41.73441667,-87.64349722,Other Fixed Object,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Rain
Illinois,170724,1,MADISON (119),PONTOON BEACH,October,Tuesday,State Highway,Urban,38.76898889,-90.06677778,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Illinois,170725,4,COOK (31),CICERO,October,Monday,Local Street - Municipality,Urban,41.85812222,-87.77757778,Motor Vehicle In-Transport,Front-to-Front,Daylight,Rain
Illinois,170726,2,COOK (31),CHICAGO,October,Tuesday,State Highway,Urban,41.96047222,-87.83666111,Motor Vehicle In-Transport,Angle,Daylight,Cloudy
Illinois,170727,2,MADISON (119),PONTOON BEACH,October,Tuesday,State Highway,Urban,38.76115278,-90.06666944,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Illinois,170730,3,MCLEAN (113),NORMAL,October,Friday,Interstate,Urban,40.51775833,-88.95302222,Motor Vehicle In-Transport,Angle,Daylight,Rain
Illinois,170734,3,MADISON (119),GRANITE CITY,October,Monday,State Highway,Urban,38.73373333,-90.14078889,Motor Vehicle In-Transport,Angle,Daylight,Clear
Illinois,170735,1,DUPAGE (43),NAPERVILLE,October,Tuesday,Local Street - Municipality,Urban,41.78139444,-88.16556389,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170736,2,COOK (31),RIVERDALE,October,Saturday,Local Street - Municipality,Urban,41.64704444,-87.63444444,Fell/Jumped from Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dusk,Clear
Illinois,170740,2,LAKE (97),WAUKEGAN,July,Thursday,County Road,Urban,42.40458333,-87.85504722,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170744,1,COOK (31),DES PLAINES,October,Tuesday,State Highway,Urban,42.00861667,-87.91623333,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Illinois,170745,1,COOK (31),NILES,April,Saturday,Local Street - Municipality,Urban,42.05533611,-87.84033333,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170746,1,COOK (31),CHICAGO,June,Sunday,Local Street - Municipality,Urban,41.73575556,-87.66795833,Building,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170747,1,COOK (31),ARLINGTON HEIGHTS,September,Monday,State Highway,Urban,42.13911667,-88.00036944,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170748,1,MORGAN (137),JACKSONVILLE,September,Saturday,U.S. Highway,Urban,39.69733333,-90.229275,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170750,1,COOK (31),CHICAGO,October,Friday,Local Street - Municipality,Urban,41.79430833,-87.64519167,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170752,1,DUPAGE (43),ELMHURST,January,Friday,Local Street - Municipality,Urban,41.88139444,-87.92603056,Parked Motor Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Illinois,170754,1,COOK (31),BERWYN,December,Tuesday,State Highway,Urban,41.85818333,-87.80395,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170755,6,COOK (31),OAK PARK,May,Saturday,Local Street - Municipality,Urban,41.87752222,-87.79415,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Illinois,170756,1,COOK (31),MOUNT PROSPECT,October,Sunday,State Highway,Urban,42.04780556,-87.95740278,Other Object (not fixed),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170757,7,COOK (31),CHICAGO,October,Tuesday,Local Street - Municipality,Urban,41.84444167,-87.71113611,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Illinois,170759,2,WINNEBAGO (201),MACHESNEY PARK,October,Saturday,Local Street - Municipality,Urban,42.38197778,-89.02526389,Parked Motor Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dusk,Clear
Illinois,170760,3,SHELBY (173),TOWER HILL,November,Tuesday,Local Street - Municipality,Rural,39.38599722,-88.95990556,Shrubbery,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Illinois,170761,2,COOK (31),MERRIONETTE PARK,October,Monday,Local Street - Municipality,Urban,41.67703611,-87.69608611,Motor Vehicle In-Transport,Front-to-Front,Dark - Not Lighted,Clear
Illinois,170763,2,ST. CLAIR (163),BELLEVILLE,October,Sunday,State Highway,Urban,38.50192222,-90.007175,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170767,3,WILL (197),JOLIET,November,Wednesday,Local Street - Municipality,Urban,41.45205556,-88.1183,Motor Vehicle In-Transport,Angle,Dark - Not Lighted,Clear
Illinois,170768,1,COOK (31),CHICAGO,November,Wednesday,Local Street - Municipality,Urban,41.94957222,-87.74103056,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170772,2,MCLEAN (113),NORMAL,November,Wednesday,Interstate,Urban,40.51787222,-88.95276667,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170774,7,SANGAMON (167),SPRINGFIELD,October,Thursday,Local Street - Municipality,Urban,39.76823056,-89.71543611,Fence,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Illinois,170775,3,DUPAGE (43),WESTMONT,November,Friday,Local Street - Municipality,Urban,41.82487222,-87.95988333,Motor Vehicle In-Transport,Sideswipe - Opposite Direction,Daylight,Clear
Illinois,170776,2,COOK (31),HODGKINS,November,Saturday,Interstate,Urban,41.76253333,-87.86282222,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Illinois,170777,12,COOK (31),OAK FOREST,November,Friday,State Highway,Urban,41.60437778,-87.73651111,Motor Vehicle In-Transport,Front-to-Rear,Dark - Lighted,Clear
Illinois,170779,2,COOK (31),MATTESON,November,Monday,Local Street - Municipality,Urban,41.52805556,-87.77931389,Motor Vehicle In-Transport,Front-to-Front,Dawn,Snow
Illinois,170783,3,ST. CLAIR (163),NEW BADEN,November,Friday,State Highway,Rural,38.53543333,-89.72618611,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Illinois,170785,5,GREENE (61),ROODHOUSE,November,Monday,U.S. Highway,Rural,39.49207778,-90.36533333,Motor Vehicle In-Transport,Angle,Daylight,Snow
Illinois,170786,1,COOK (31),OAK PARK,June,Monday,Local Street - Municipality,Urban,41.87209722,-87.78419444,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170787,1,COOK (31),CHICAGO,November,Wednesday,Local Street - Municipality,Urban,41.64719167,-87.55931111,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170792,1,COOK (31),CHICAGO,November,Sunday,Local Street - Municipality,Urban,41.77322778,-87.58615556,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170794,1,DUPAGE (43),LISLE,November,Thursday,State Highway,Urban,41.80313333,-88.07768056,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Illinois,170795,1,KANE (89),AURORA,November,Thursday,Local Street - Municipality,Urban,41.76551667,-88.37844444,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Illinois,170798,6,MCLEAN (113),CHENOA,May,Friday,U.S. Highway,Rural,40.74142222,-88.72938889,Motor Vehicle In-Transport,Angle,Daylight,Clear
Illinois,170800,3,COOK (31),CHICAGO,November,Tuesday,Local Street - Municipality,Urban,41.86663611,-87.68375833,Motor Vehicle In-Transport,Sideswipe - Same Direction,Dark - Not Lighted,Rain
